school_code,position_title,sanctioned_posts
40034,FTM,1
40034,Headmaster/Headmistress HG (High School),1
40034,High School Assistant,1
40034,High School Assistant English,1
40034,High School Assistant Malayalam(HG),1
40034,High School Assistant Malayalam(Sel. Grade),1
40034,High School Assistant Malayalam(Snr Gr),1
40034,High School Assistant Natural Science,1
40034,Primary Teacher (Hindi) (Part-Time),1
40034,Senior Clerk (15 Yrs TBHG - P),1
40035,Clerk,1
40035,Headmaster/Headmistress(20740-36140),1
40035,High School Assistant English,3
40035,High School Assistant Hindi(Snr. Gr),2
40035,High School Assistant Natural Science (HG),1
40035,High School Assistant Physical Science,4
40035,Junior Hindi Teacher Gr I,1
40035,P D Teacher (Senior Grade),1
40035,Physical Education Teacher (8 Years HG),1
40035,UP School Assistant,9
40035,UP School Assistant (8 Yrs HG),2
40036,High School Assistant Arabic (Snr Gr),1
40036,High School Assistant Hindi(Snr. Gr),1
40036,High School Assistant Malayalam,1
40036,High School Assistant Mathematics,1
40036,High School Assistant Sanskrit (Part Time),1
40036,LD Clerk (8 Yrs Not Qualified),1
40037,High School Assistant Hindi(Sel. Gr),1
40037,High School Assistant Mathematics (HG),1
40037,High School Assistant Natural Science (HG),1
40037,High School Assistant Social Science(HG),1
40037,Office Attendant Gr I (15 Yrs HG),1
40037,Teacher (LP/UP) - Hindi (Sel Gr),1
40037,UP School Assistant Gr I,1
40037,UP School Assistant Grade I,1
40038,FTM  1st HG,1
40038,Headmaster/Headmistress (High School),1
40038,High School Assistant,2
40038,High School Assistant English,1
40038,High School Assistant Hindi,1
40038,High School Assistant Hindi(Snr. Gr),1
40038,High School Assistant Malayalam,1
40038,High School Assistant Malayalam(HG),1
40038,High School Assistant Mathematics (Sel Gr),1
40038,High School Assistant Physical Science(HG),1
40038,Music Teacher,1
40038,Office Attendant Gr II,2
40038,UP School Assistant,9
40039,Clerk,1
40039,High School Assistant Hindi(HG),1
40039,High School Assistant Physical Science,1
40039,Teacher (U P School) Gr II,1
40039,UP School Assistant Urdu,1
40040,Clerk,1
40040,High School Assistant Malayalam(Snr Gr),1
40040,High School Assistant Mathematics (HG),1
40040,High School Assistant Natural Science (HG),1
40040,Office Attendant,1
40040,P D Teacher (Selection Grade),1
40040,Teacher (L P School) Gr II,4
40040,Teacher (U P School) Gr II,4
40041,High School Assistant English,1
40041,High School Assistant English (Snr Gr),1
40041,High School Assistant Malayalam,1
40041,High School Assistant Malayalam(HG),1
40041,High School Assistant Natural Science,1
40041,High School Assistant Social Science,2
40041,High School Assistant Social Science (HG),1
40041,LD Clerk (15 Yrs Not Qualified),1
40041,Office Attendant Gr II,2
40042,High School Assistant Mathematics,1
40042,Office Attendant,1
40042,Senior Clerk,1
40043,High School Assistant Mathematics,1
40043,High School Assistant Mathematics (HG),1
40043,High School Assistant Physical Science,1
40043,LD Clerk (8 Yrs Not Qualified),1
40043,Office Attendant,1
40043,Office Attendant Gr II,2
40043,Teacher (U P School) Gr I,1
40043,UP School Assistant Grade I,1
40044,FTM,1
40044,High School Assistant Arabic (HG),1
40044,High School Assistant English,2
40044,High School Assistant Malayalam(Sel. Grade),2
40044,High School Assistant Mathematics(HG),1
40044,High School Assistant Natural Science,2
40044,High School Assistant Social Science,1
40044,High School Assistant Social Science (Snr Grade),1
40044,Lower Grade Hindi,3
40044,Office Attendant Gr I (15 Yrs HG),1
40044,Part-Time Primary  Sanskrit Teacher,1
40044,Physical Education Teacher,1
40044,Sewing Teacher,1
40044,UP School Assistant,11
40044,UP School Assistant (HG),2
40044,UP School Assistant (Sel Gr),1
40044,UP School Assistant Gr I,1
40044,UP School Assistant Grade I,1
40045,Clerk,1
40045,High School Assistant English(HG),2
40045,High School Assistant Hindi,1
40045,High School Assistant Malayalam(HG),1
40045,High School Assistant Malayalam(Snr Gr),4
40045,High School Assistant Mathematics(HG),2
40045,High School Assistant Physical Science(Snr. Gr),1
40045,High School Assistant Social Science,1
40045,High School Assistant Social Science (Snr Grade),3
40045,Office Attendant Gr I,1
40045,Office Attendant HG,1
40045,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
40045,Sewing Teacher(Snr. Gr),1
40046,FTM,1
40046,High School Assistant,1
40046,High School Assistant Malayalam(Snr Gr),2
40046,High School Assistant Mathematics (Snr Gr),1
40046,High School Assistant Physical Science(Snr. Gr),1
40046,Office Attendant Gr II (8 Yrs HG),1
40047,FTM,1
40047,High School Assistant (Sanskrit) (Part Time with Full Time Benefit),1
40047,High School Assistant Arabic (Snr Gr),1
40047,High School Assistant Hindi(Snr. Gr),1
40047,High School Assistant Natural Science (HG),1
40047,High School Assistant Physical Science (HG),2
40047,Office Attendant (8 Yrs HG),1
40047,Physical Education Teacher (Sel Gr),1
40048,Clerk,1
40048,FTM,1
40048,High School Assistant Malayalam,1
40048,High School Assistant Mathematics(HG),1
40048,High School Assistant Physical Science,1
40048,High School Assistant Social Science,1
40048,L P School Assistant,3
40048,Office Attendant,1
40048,UP School Assistant,3
40048,UP School Assistant Gr I,3
40049,FTM,1
40049,High School Assistant Hindi,1
40049,High School Assistant Mathematics(HG),1
40049,High School Assistant Physical Science,1
40049,Office Attendant (8 Yrs HG),1
40049,UP School Assistant Gr I,1
40050,L P School Assistant,1
40050,L P School Assistant (HG),1
40050,LD Clerk (15 Yrs Not Qualified),1
40050,Office Attendant Gr II,1
40050,Teacher (U P School) Gr II,1
40051,Drawing Teacher Gr II,1
40051,High School Assistant Mathematics,2
40051,High School Assistant Physical Science,1
40051,High School Assistant Social Science,1
40051,Physical Education Teacher,1
40052,Clerk,1
40052,High School Assistant (HG),1
40052,High School Assistant Social Science (Snr Grade),1
40052,Office Attendant Gr II (15 Yrs HG),1
40052,UP School Assistant,1
40201,Full time Arabic Teacher,1
40201,Headmaster LP/UP,1
40201,Junior Arabic Teacher Gr II,1
40201,Part Time Menial(4850-7500),1
40202,Headmistress HG,1
40202,Part Time Menial (15 Yrs HG),1
40203,Headmaster LP/UP,1
40203,Junior Arabic Teacher Gr II,1
40203,Teacher (L P School) Gr II,6
40204,Junior Arabic Teacher Gr II,1
40204,L P School Assistant (HG),2
40204,P D Teacher (HG),1
40205,Headmaster LP/UP,1
40205,Teacher (L P School) Gr I,1
40205,Teacher (LP/UP) - Arabic (Grade II),1
40206,L P School Assistant (HG),1
40206,L P School Assistant HG,1
40206,Teacher (LP/UP) - Arabic (Grade I),1
40207,Headmaster LP/UP,1
40207,Teacher (L P School) Gr I,1
40207,Teacher (LP/UP) - Arabic (Grade II),1
40208,Junior Arabic Teacher Gr II,1
40208,L P School Assistant,2
40209,Headmaster LP/UP (Senior Grade),1
40209,Teacher (L P School)(Snr Gr),1
40210,Headmaster LP/UP,1
40210,L P School Assistant,1
40211,Headmaster/Headmistress LP/UP,1
40211,L P School Assistant (HG),1
40211,L P School Assistant (Sel.Gr),1
40212,Teacher (L P School)(Sel Gr),1
40213,Teacher (L P School)(Sel Gr),1
40214,Junior Arabic Teacher Gr II,1
40214,L P School Assistant (HG),2
40215,Headmaster LP/UP (HG),1
40215,Teacher (L P School)(Snr Gr),4
40216,Headmistress HG,1
40216,Junior Arabic Teacher (Snr Gr),1
40217,Headmaster LP/UP (HG),1
40217,Teacher (L P School) Gr II,1
40218,Headmaster LP/UP (HG),1
40218,Teacher (L P School)(Snr Gr),4
40218,Teacher (LP/UP) - Arabic (Grade I),1
40219,Headmaster/Headmistress LP/UP,1
40219,Junior Arabic Teacher (Snr Gr),1
40220,Teacher (L P School) Gr II,1
40220,Teacher (U P School) Sel Gr,1
40221,L P School Assistant (Sel.Gr),3
40221,Teacher (L P School)(Sel Gr),2
40222,Headmaster/Headmistress LP/UP,1
40222,Teacher (L P School)(Snr Gr),3
40222,Teacher (LP/UP) - Arabic (Grade I),1
40223,Headmaster LP/UP,1
40223,Teacher (LP/UP) - Arabic (Grade I),1
40224,Headmaster LP/UP (HG),1
40224,Junior Arabic Teacher Gr II,1
40224,L P School Assistant (Sel.Gr),2
40225,L P School Assistant,3
40225,L P School Assistant (Snr Gr),1
40225,Teacher (L P School)(Sel Gr),1
40226,Headmistress HG,1
40226,L P School Assistant (Sel.Gr),1
40226,Primary Teacher (Arabic) (Part Time with Full Time Benefit) HG,1
40227,L P School Assistant (Snr Gr),2
40228,Attender 1st HG,1
40228,Headmaster/Headmistress LP/UP,1
40228,Junior Arabic Teacher Gr I,1
40228,L P School Assistant (Snr Gr),1
40228,P D Teacher (Selection Grade),1
40228,Teacher (LP/UP) - Hindi (Sr Gr),1
40228,Teacher (U P School) Gr II,1
40229,Headmaster/Headmistress LP/UP,2
40229,Junior Arabic Teacher Gr II,1
40229,Junior Hindi Teacher Gr I,1
40229,L P School Assistant,13
40229,L P School Assistant HG,1
40229,Office Attendant Gr II,1
40229,P D Teacher (HG),1
40229,Physical Education Teacher (Sr Gr),1
40229,Teacher (LP/UP) - Arabic (Grade II),1
40229,UP School Assistant,10
40230,Headmaster LP/UP,1
40230,Office Attendant Gr II (Statistics),1
40230,P D Teacher (Selection Grade),1
40230,Part Time Menial,1
40230,Teacher (L P School) Gr II,5
40230,Teacher (LP/UP) - Hindi (Sr Gr),2
40230,Teacher (U P School) Gr I,2
40231,Office Attendant,1
40231,Office Attendant Gr II,1
40231,UP School Assistant,1
40232,Headmaster/Headmistress LP/UP,1
40232,Junior Arabic Teacher Gr II,1
40232,L P School Assistant,4
40232,P D Teacher (HG),1
40232,P D Teacher (Selection Grade),2
40232,Part Time Menial,1
40232,Teacher (L P School) Gr I,1
40232,UP School Assistant,4
40233,Office Attendant Gr I (15 Yrs HG),1
40233,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
40233,Teacher (U P School) Snr Gr,1
40233,UP School Assistant,1
40234,Office Attendant (27 Years HG),1
40234,UP School Assistant (Snr Gr),5
40235,Headmistress HG,1
40235,Office Attendant Gr II (15 Yrs HG),1
40235,Teacher (LP/UP) - Arabic (Senior Grade),1
40235,Teacher (LP/UP) - Hindi (Sr Gr),1
40235,Teacher (U P School) Sel Gr,1
40236,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit) HG,1
40236,Teacher (LP/UP) - Arabic (Grade I),1
40236,Teacher (LP/UP) - Hindi (Sr Gr),1
40236,UP School Assistant (Snr Gr),1
40237,Primary Teacher (Arabic) (Part Time with Full Time Benefit),1
40237,Teacher (LP/UP) - Sanskrit (Grade I),1
40237,Teacher (U P School) Sel Gr,2
40238,L P School Assistant (HG),1
40238,Lower Grade Arabic HG,1
40238,Primary Teacher (Sanskrit) (Part Time),1
40238,Teacher (L P School) Gr I,2
40238,Teacher (LP/UP) - Hindi (Grade II),1
40238,Teacher (U P School) Sel Gr,2
40239,Headmaster/Headmistress LP/UP,1
40239,Office Attendant,1
40239,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit),1
40239,Teacher (LP/UP) - Hindi (Sr Gr),1
40239,Teacher (U P School) Snr Gr,2
40240,Full time Arabic Teacher,1
40240,Headmistress LP/UP,1
40240,Junior Arabic Teacher Gr I,1
40240,Junior Hindi Teacher (Sr Gr),1
40240,Part-Time Primary  Sanskrit Teacher,1
40241,Full time Arabic Teacher,1
40241,Headmaster LP/UP (HG),1
40241,Junior Arabic Teacher Gr II,1
40241,L P School Assistant,2
40241,L P School Assistant (HG),5
40241,LPSA(16980-31360),2
40241,Office Attendant Gr I (15 Yrs HG),1
40241,Teacher (LP/UP) - Urdu (Grade II),1
40241,UP School Assistant (Snr Gr),5
40242,Headmaster LP/UP,1
40242,Primary Teacher (Hindi) (Part Time with Full Time Benefit),1
40242,Teacher (U P School) Gr II,1
40243,Office Attendant Gr II,1
40243,Part Time primary  Arabic Teacher,1
40243,UP School Assistant,1
40244,L P School Assistant (Snr Gr),1
40244,Part Time Sanskrit Teacher with Full Time Benefit,1
40244,Teacher (U P School) Sel Gr,1
40244,Teacher (U P School) Snr Gr,1
40245,Headmaster LP/UP (HG),1
40245,Office Attendant (8 Yrs HG),1
40245,Teacher (LP/UP) - Hindi (Sel Gr),1
40245,Teacher (LP/UP) - Urdu (Snr Gr),1
40245,Teacher (U P School) Gr I,2
40301,Headmistress LP/UP,1
40301,Part Time Meneal (4850/22 Yrs),1
40302,Headmaster LP/UP (HG),1
40302,L P School Assistant (HG),1
40302,L P School Assistant(Before 11/04/2013),1
40303,Headmaster/Headmistress LP/UP,1
40303,L P School Assistant,6
40304,Headmaster LP/UP,1
40304,L P School Assistant,5
40304,LPSA(13210),1
40304,Sewing Teacher (Sel Gr),1
40304,Teacher (L P School) Gr II,1
40305,Headmaster/Headmistress LP/UP,1
40305,Part Time Menial (27 Yrs HG),1
40306,LPSA(13210),1
40306,Part Time Sweeper(4850-7500),1
40306,Teacher (L P School) Gr II,1
40307,Headmaster/Headmistress LP/UP,1
40307,Part Time Menial (27 Yrs HG),1
40308,Headmaster LP/UP,1
40308,L P School Assistant,1
40309,Headmaster/Headmistress LP/UP,1
40309,Part Time Menial,1
40310,Headmaster/Headmistress LP/UP,1
40310,Part Time Menial (15 Yrs HG),1
40310,Teacher (L P School) Gr II,1
40311,Part-Time Mineal (BP 2700),1
40311,Teacher (L P School) Gr I,1
40312,Headmaster/Headmistress LP/UP,1
40313,LPSA(13210),1
40313,Teacher (L P School) Gr II,3
40314,L P School Assistant (HG),1
40314,P D Teacher (Selection Grade),1
40315,L P School Assistant (HG),1
40315,Part Time Menial(4850/8Yrs),1
40315,Teacher (LP/UP) - Arabic (Grade II),1
40316,Headmaster/Headmistress LP/UP,1
40316,L P School Assistant,2
40316,Teacher (L P School) Gr I,1
40317,Headmistress LP/UP,1
40317,L P School Assistant,2
40318,Headmaster/Headmistress LP/UP,1
40318,Part Time Menial,1
40319,Headmaster/Headmistress LP/UP,1
40319,L P School Assistant,1
40320,Headmistress HG,1
40320,Part Time Sweeper(4850-7500),1
40321,Headmaster/Headmistress(Not Eligi HM 16980-31360),1
40321,Part Time Sweeper (Category II),1
40322,Headmaster/Headmistress LP/UP,1
40322,Office Attendant,1
40323,Junior Arabic Teacher Gr II,1
40323,P D Teacher (Senior Grade),1
40323,Part Time Menial(4850-7500),1
40324,Headmaster/Headmistress LP/UP,1
40324,Junior Arabic Teacher Gr II,1
40325,Headmaster LP/UP,1
40325,Teacher (LP/UP) - Arabic (Grade II),1
40326,L P School Assistant (HG),1
40326,L P School Assistant(Before 11/04/2013),1
40326,Teacher (L P School) Gr II,2
40327,Teacher (L P School) Gr II,1
40327,Teacher (L P School)(Snr Gr),1
40328,Headmaster LP/UP,1
40329,L P School Assistant,3
40330,Headmaster/Headmistress LP/UP,1
40330,Junior Arabic Teacher Gr I,1
40331,Headmaster LP/UP (HG),1
40331,Teacher (L P School) Gr II,3
40332,Headmaster/Headmistress(Not Eligi HM 16980-31360),1
40332,Teacher (L P School) Gr II,2
40333,Headmaster LP/UP,1
40334,Headmaster/Headmistress LP/UP,1
40335,Headmistress HG,1
40335,L P School Assistant,2
40336,Headmaster LP/UP,1
40336,Teacher (L P School) Gr I,1
40336,Teacher (L P School) Gr II,2
40338,L P School Assistant (HG),2
40338,Primary Teacher (Arabic) (Part Time with Full Time Benefit) HG,1
40339,Headmaster/Headmistress LP/UP,1
40339,L P School Assistant (HG),2
40339,Part Time Menial,1
40339,Teacher (L P School) Gr I,1
40340,Headmistress LP/UP,1
40340,L P School Assistant,2
40340,L P School Assistant (Snr Gr),1
40340,Teacher (L P School) Gr II,1
40341,Headmistress LP/UP,1
40341,Part-Time Mineal (BP 2700),1
40341,Primary Teacher (Sanskrit) (Part Time),1
40341,UP School Assistant,2
40342,L P School Assistant,5
40342,L P School Assistant (HG),1
40342,Office Attendant Gr II,1
40342,P D Teacher (HG),1
40342,Teacher (L P School) Gr I,3
40342,UP School Assistant Gr I,1
40343,Headmaster LP/UP,1
40343,Primary Teacher (Sanskrit) (Part-Time),1
40343,Teacher (L P School) Gr I,1
40343,Teacher (LP/UP) - Hindi (Grade II),1
40343,Teacher (U P School) Gr II,2
40344,Headmistress HG,1
40344,Lower Grade Arabic,1
40344,Office Attendant,1
40344,Primary Teacher (Sanskrit) (Part-Time),1
40344,Teacher (L P School) Gr II,1
40345,Headmaster LP/UP (HG),1
40345,Office Attendant Gr II (8 Yrs HG),1
40346,Headmistress LP/UP,1
40346,Junior Sanskrit Teacher (Snr. Gr),1
40346,L P School Assistant,2
40347,Junior Hindi Teacher (Sel Gr),1
40347,Junior Hindi Teacher Gr I,1
40347,L P School Assistant,11
40347,L P School Assistant (HG),1
40347,L P School Assistant HG,1
40347,Lower Grade Sanskrit(HG),1
40347,UP School Assistant (Snr Gr),2
40348,Full time Arabic Teacher,1
40348,Headmaster LP/UP,1
40348,Junior Sanskrit Teacher Gr II,1
40348,UP School Assistant (Snr Gr),1
40349,Headmistress HG,1
40349,UP School Assistant (Snr Gr),3
40350,Junior Arabic Teacher Gr II,1
40350,Junior Teacher Urdu Gr I,1
40350,Lower Grade Sanskrit(HG),1
40351,Headmaster LP/UP (HG),1
40351,Office Attendant Gr II (8 Yrs HG),1
40352,Headmaster/Headmistress LP/UP,1
40352,Office Attendant,1
40352,Teacher (LP/UP) - Arabic (Grade I),1
40352,Teacher (LP/UP) - Sanskrit (Grade I),1
40353,Full time Urdu Teacher,1
40353,Headmaster/Headmistress LP/UP,1
40353,Office Attendant Gr II,1
40353,Teacher (LP/UP) - Hindi (Sr Gr),1
40401,L P School Assistant,3
40402,High School Assistant Malayalam(HG),1
40402,Office Attendant Gr II,1
40403,P D Teacher,1
40403,Part-Time Mineal (BP 2700),1
40404,Headmaster/Headmistress LP/UP,1
40404,L P School Assistant,2
40405,Headmaster/Headmistress LP/UP,1
40405,Teacher (L P School) Gr I,1
40406,Headmaster/Headmistress LP/UP,1
40406,Teacher (L P School) Gr II,2
40407,Headmaster LP/UP,1
40407,L P School Assistant,2
40408,LPSA(13210),1
40408,P D Teacher (Senior Grade),1
40408,Teacher (L P School) Gr II,1
40409,Headmaster/Headmistress LP/UP,1
40409,L P School Assistant,1
40410,Headmistress HG,1
40410,L P School Assistant,2
40411,Headmaster/Headmistress LP/UP,1
40411,L P School Assistant (HG),1
40411,Teacher (L P School) Gr I,1
40412,Headmaster/Headmistress LP/UP,1
40412,Part Time Menial (15 Yrs HG),1
40413,Headmaster/Headmistress LP/UP,1
40413,Teacher (L P School) Gr II,3
40414,Headmaster LP/UP,1
40414,Teacher (L P School) Gr II,1
40414,Teacher (L P School)(Snr Gr),1
40415,L P School Assistant,1
40415,P D Teacher,1
40415,Part-Time Mineal (BP 2700),1
40416,Junior Arabic Teacher Gr II,1
40416,L P School Assistant,2
40416,P D Teacher (Senior Grade),2
40417,Headmaster LP/UP (HG),1
40417,Teacher (L P School) Gr II,3
40418,Headmaster/Headmistress LP/UP,1
40418,Teacher (L P School)(Sel Gr),1
40419,Headmaster/Headmistress LP/UP,1
40419,Part Time Sweeper (Category II),1
40419,Teacher (LP/UP) - Arabic (Grade II),1
40420,L P School Assistant,2
40420,P D Teacher (Selection Grade),1
40421,Headmaster/Headmistress LP/UP,1
40421,Part Time Menial,1
40421,Teacher (L P School) Gr II,2
40422,Headmaster LP/UP (HG),1
40422,Part Time Menial (15 Yrs HG),1
40423,Headmaster/Headmistress LP/UP,1
40423,Teacher (L P School) Gr I,2
40424,P D Teacher (Senior Grade),1
40424,Teacher (L P School) Gr II,3
40425,Headmaster/Headmistress LP/UP,1
40425,Teacher (L P School)(Snr Gr),2
40426,Headmaster LP/UP (HG),1
40426,Teacher (L P School) Gr II,1
40427,Headmaster LP/UP,1
40427,LPSA(Part time 9340-14800),1
40428,Headmaster LP/UP,1
40428,L P School Assistant,3
40429,Headmaster/Headmistress LP/UP,1
40429,L P School Assistant (Sel.Gr),1
40430,Headmaster LP/UP (HG),1
40431,Headmaster LP/UP (HG),1
40431,Teacher (L P School) Gr I,1
40432,Headmaster LP/UP (HG),1
40432,L P School Assistant (HG),1
40432,L P School Assistant(Before 11/04/2013),1
40433,Headmaster LP/UP,1
40434,Headmaster LP/UP (HG),1
40434,Teacher (LP/UP) - Arabic (Grade I),1
40435,Teacher (L P School)(Sel Gr),3
40435,Teacher (L P School)(Snr Gr),5
40435,Teacher (LP/UP) - Arabic (Grade I),1
40436,Headmaster/Headmistress LP/UP,1
40436,L P School Assistant (HG),1
40437,Headmaster LP/UP (HG),1
40437,Teacher (L P School) Gr I,1
40438,Headmaster/Headmistress LP/UP,1
40438,Part Time Menial,1
40439,L P School Assistant,4
40439,Office Attendant,1
40439,Office Attendant Gr II,2
40439,P D Teacher (Senior Grade),1
40439,Part Time Menial,1
40440,L P School Assistant,1
40440,Office Attendant,1
40440,P D Teacher (HG),1
40440,Part Time Language Teacher (Primary),1
40440,Teacher (U P School) Gr II,1
40441,Headmistress HG,1
40441,Part-Time Mineal (BP 3000),1
40441,Teacher (U P School) Gr II,2
40442,Full Time Sanskrit Teacher,1
40442,Office Attendant Gr II,1
40442,P D Teacher (Senior Grade),1
40442,Part Time Menial (15 Yrs HG),1
40442,Teacher (LP/UP) - Hindi (Sel Gr),1
40443,Headmaster LP/UP,1
40443,Teacher (L P School) Gr II,2
40443,UP School Assistant,2
40444,Headmaster/Headmistress LP/UP,1
40444,Junior Arabic Teacher Gr I,1
40444,Office Attendant,1
40444,Part-Time Mineal (BP 2700),1
40444,UP School Assistant,2
40444,Workshop Instructor /  Instructor Gr II,2
40444,Workshop Instructor 8Yrs HG,1
40445,Headmaster LP/UP (HG),1
40446,Headmaster/Headmistress LP/UP,1
40446,Lower Grade Hindi(Snr Grade),1
40446,Office Attendant Gr II,1
40446,Teacher (U P School) Gr I,1
40446,UP School Assistant Gr I,2
40447,Office Attendant Gr II,1
40447,Teacher (LP/UP) - Sanskrit (Grade I),1
40447,UP School Assistant,2
40448,Headmaster/Headmistress LP/UP,1
40448,Primary Teacher (Hindi) (Part Time with Full Time Benefit),1
40448,Teacher (U P School) Gr II,3
40449,Headmaster/Headmistress LP/UP,1
40449,Teacher (LP/UP) - Urdu (Grade II),1
40449,Teacher (U P School) Gr II,2
40450,Headmaster/Headmistress LP/UP,1
40450,Lower Grade Hindi (HG),1
40450,Primary Teacher (Sanskrit) (Part Time with Full Time Benefit),1
40451,Headmaster LP/UP (HG),1
40452,Headmaster LP/UP,1
40452,Junior Hindi Teacher (Sr Gr),1
40453,Headmaster LP/UP (HG),1
40454,Headmaster/Headmistress LP/UP,1
40454,Primary Teacher (Arabic) (Part-Time),1
40501,High School Assistant Physical Science (HG),1
41001,Clerk,2
41001,High School Assistant,1
41001,High School Assistant (Snr Gr),1
41001,High School Assistant English (Snr Gr),3
41001,High School Assistant Mathematics,2
41001,High School Assistant Mathematics (8 Yrs HG),1
41001,High School Assistant Natural Science (HG),2
41001,High School Assistant Physical Science,2
41001,High School Assistant Physical Science (HG),1
41001,High School Assistant Social Science,1
41001,High School Assistant Social Science (HG),1
41001,P D Teacher (Selection Grade),1
41001,Physical Education Teacher,1
41001,Teacher (LP/UP) - Hindi (Grade I),1
41001,Teacher (LP/UP) - Hindi (Grade II),1
41001,UP School Assistant,11
41001,UP School Assistant Gr I,1
41002,FTM,2
41002,High School Assistant English(HG),1
41002,High School Assistant Malayalam(HG),1
41002,High School Assistant Mathematics,1
41002,High School Assistant Natural Science,1
41002,High School Assistant Social Science (Snr Grade),1
41002,High School Assistant(Before 11/04/2013),1
41002,Music Teacher,1
41002,Office Attendant,1
41002,Teacher (L P School)(Snr Gr),1
41003,FTM,1
41003,Headmaster/Headmistress (High School),1
41003,High School Assistant,4
41003,High School Assistant English,2
41003,High School Assistant English (Snr Gr),1
41003,High School Assistant Hindi(HG),1
41003,High School Assistant Malayalam,3
41003,High School Assistant Mathematics,1
41003,High School Assistant Natural Science,3
41003,High School Assistant Social Science,2
41005,Clerk,1
41005,Headmaster/Headmistress(19240-34500),1
41005,High School Assistant English,1
41005,High School Assistant Hindi(Sel. Gr),1
41005,High School Assistant Malayalam(IInd Grade),1
41005,High School Assistant Mathematics,1
41005,High School Assistant Natural Science (Snr Gr),1
41005,Office Attendant,2
41006,Clerk,3
41006,FTM,1
41006,High School Assistant Arabic,1
41006,High School Assistant English,1
41006,High School Assistant Hindi(Sel. Gr),1
41006,High School Assistant Hindi(Snr. Gr),2
41006,High School Assistant Malayalam,3
41006,High School Assistant Malayalam(Snr Gr),1
41006,High School Assistant Mathematics (HG),1
41006,High School Assistant Natural Science (HG),3
41006,High School Assistant Sanskrit(HG),1
41006,High School Assistant Social Science,2
41006,High School Assistant Social Science (HG),1
41006,Office Attendant,1
41006,Office Attendant Gr II (8 Yrs HG),1
41006,P D Teacher (HG),2
41006,P D Teacher (Selection Grade),1
41006,Part Time Menial(4850-7500),2
41006,Sewing Teacher,1
41007,FTM,1
41007,High School Assistant,2
41007,High School Assistant English,1
41007,High School Assistant Malayalam(Snr Gr),1
41007,High School Assistant Physical Science,1
41007,Junior Hindi Teacher (Sr Gr),1
41007,L P School Assistant,2
41007,LPSA(13210),1
41007,Office Attendant Gr I (15 Yrs HG),1
41007,P D Teacher (Selection Grade),1
41007,UP School Assistant,2
41007,UP School Assistant Grade I,1
41008,FTM  1st HG,1
41008,High School Assistant Malayalam,1
41008,High School Assistant Mathematics,2
41008,High School Assistant Physical Science,2
41008,High School Assistant Social Science,1
41008,L P School Assistant (Snr Gr),1
41008,Office Attendant,1
41008,Office Attendant Gr II,2
41008,Teacher (LP/UP) - Hindi (Grade II),1
41008,UP School Assistant,4
41008,UP School Assistant (Snr Gr),1
41009,FTM,1
41009,High School Assistant,2
41009,High School Assistant Hindi,1
41009,High School Assistant Mathematics,1
41009,UP School Assistant,3
41010,FTM,1
41010,Headmaster/Headmistress (High School),1
41010,High School Assistant,1
41010,High School Assistant Hindi(Sel. Gr),1
41010,High School Assistant Hindi(Snr. Gr),2
41010,High School Assistant Malayalam(HG),1
41010,High School Assistant Mathematics,2
41010,High School Assistant Mathematics (8 Yrs HG),1
41010,High School Assistant Natural Science,1
41010,High School Assistant Natural Science (Snr Gr),1
41010,High School Assistant Physical Science(Snr. Gr),1
41010,High School Assistant Sanskrit(HG),8
41010,High School Assistant Social Science,1
41010,Lower Grade Sanskrit(HG),1
41010,Music Teacher,1
41010,Teacher (LP/UP) - Hindi (Grade I),2
41010,Teacher (LP/UP) - Sanskrit (Grade II),1
41010,Teacher (U P School) Gr II,5
41010,Teacher (U P School) Snr Gr,7
41010,UP School Assistant,1
41011,FTM,1
41011,High School Assistant Arabic (Snr Gr),1
41011,High School Assistant English (Snr Gr),1
41011,High School Assistant English(HG),2
41011,High School Assistant Hindi,2
41011,High School Assistant Malayalam(Snr Gr),1
41011,High School Assistant Mathematics,2
41011,High School Assistant Mathematics (HG),2
41011,High School Assistant Natural Science,1
41011,Office Attendant (8 Yrs HG),1
41011,Physical Education Teacher,1
41012,High School Assistant,1
41012,High School Assistant Arabic,1
41012,High School Assistant English(HG),3
41012,High School Assistant Hindi(Sel. Gr),1
41012,High School Assistant Mathematics (HG),1
41012,High School Assistant Mathematics (Snr Gr),2
41012,High School Assistant Mathematics(HG),1
41012,High School Assistant Natural Science (HG),4
41012,High School Assistant Physical Science,2
41012,High School Assistant Physical Science(Snr. Gr),1
41012,Junior Hindi Teacher Gr I,1
41012,Office Attendant Gr II,2
41012,Office Attendant Gr II (8 Yrs HG),1
41012,UP School Assistant,5
41012,UP School Assistant (HG),1
41012,UP School Assistant Grade I,1
41014,Clerk,2
41014,High School Assistant Mathematics,1
41014,High School Assistant Physical Science(Snr. Gr),1
41014,Office Attendant,2
41014,UP School Assistant,2
41014,UP School Assistant Gr I,1
41015,Clerk,1
41015,Drawing Teacher Gr II,1
41015,High School Assistant,1
41015,High School Assistant (HG),2
41015,High School Assistant (PD Teacher Sel Gr),1
41015,High School Assistant English,2
