school_code,position_title,sanctioned_posts
24007,Office Attendant Gr II (15 Yrs HG),1
24007,P D Teacher (Senior Grade),2
24007,Sewing Teacher,1
24007,Teacher (U P School) Gr II,3
24007,UP School Assistant,6
24009,Clerk,1
24009,FTM,2
24009,FTM 2nd HG,1
24009,Headmaster/Headmistress (High School),1
24009,High School Assistant,1
24009,High School Assistant English(HG),7
24009,High School Assistant Hindi,5
24009,High School Assistant Malayalam,1
24009,High School Assistant Malayalam(HG),4
24009,High School Assistant Mathematics,1
24009,High School Assistant Natural Science (HG),3
24009,High School Assistant Physical Science (HG),1
24009,High School Assistant Sanskrit(HG),1
24009,High School Assistant Social Science,4
24009,Needle Work Teacher,1
24009,P D Teacher (Senior Grade),1
24009,Part Time Sweeper (Category II),1
24009,Physical Education Teacher (Sr Gr),1
24009,Teacher (U P School) Gr II,1
24009,UP School Assistant,11
24010,High School Assistant English(HG),1
24010,High School Assistant Hindi,1
24010,High School Assistant Mathematics (HG),1
24010,High School Assistant Physical Science,1
24010,High School Assistant Physical Science(Snr. Gr),1
24010,L P School Assistant,4
24010,LD Clerk (15 Yrs Not Qualified),1
24010,LPSA(13210),1
24010,UP School Assistant,5
24011,FTM  1st HG,1
24011,High School Assistant English (Snr Gr),2
24011,High School Assistant Hindi(HG),1
24011,High School Assistant Malayalam(Snr Gr),1
24011,High School Assistant Mathematics (Sel Gr),1
24011,High School Assistant Natural Science,1
24011,High School Assistant Physical Science(Sel. Gr),1
24011,High School Assistant Social Science (Snr Grade),1
24011,Office Attendant Gr II (8 Yrs HG),1
24011,P D Teacher (Selection Grade),1
24011,Physical Education Teacher (Sr Gr),1
24011,Senior Clerk,1
24011,Teacher (U P School) Gr II,1
24011,UPSA(HG),1
24012,High School Assistant (Sanskrit) (Part Time with Full Time Benefit) HG,1
24012,High School Assistant English (Snr Gr),1
24012,High School Assistant Hindi(HG),1
24012,High School Assistant Malayalam(HG),1
24012,High School Assistant Physical Science(HG),1
24012,Office Attendant,1
24012,Office Attendant Gr II,1
24012,P D Teacher (Selection Grade),1
24014,FTM  1st HG,1
24014,High School Assistant Arabic (HG),1
24014,High School Assistant Hindi(Snr. Gr),2
24014,High School Assistant Mathematics,1
24014,High School Assistant Physical Science(HG),1
24014,Junior Hindi Teacher (Sr Gr),1
24014,Office Attendant Snr Grade,1
24014,UP School Assistant (HG),4
24015,High School Assistant English (Snr Gr),2
24015,High School Assistant English(HG),1
24015,High School Assistant Hindi(Snr. Gr),2
24015,High School Assistant Mathematics (HG),1
24015,High School Assistant Mathematics (Snr Gr),2
24015,High School Assistant Natural Science (HG),1
24015,High School Assistant Physical Science (HG),1
24015,High School Assistant Physical Science(Snr. Gr),1
24015,LD Clerk (15 Yrs HG) (26500 - 56700),1
24015,Office Attendant Gr II,2
24015,Physical Education Teacher,1
24016,FTM,2
24016,High School Assistant,1
24016,High School Assistant Hindi,1
24016,High School Assistant Hindi(HG),1
24016,High School Assistant Malayalam,2
24016,High School Assistant Malayalam(HG),1
24016,High School Assistant Natural Science (HG),1
24016,High School Assistant Social Science,1
24016,High School Assistant Social Science (HG),1
24016,LD Clerk (8 Yrs Not Qualified),1
24016,Office Attendant Gr I,1
24016,UP School Assistant (Snr Gr),1
24018,Drawing Teacher Sel Gr,1
24018,High School Assistant English (Snr Gr),2
24018,High School Assistant Malayalam(Snr Gr),1
24018,High School Assistant Mathematics (Snr Gr),1
24018,High School Assistant Sanskrit(HG),1
24018,High School Assistant Social Science,1
24018,High School Assistant Social Science (Snr Grade),1
24018,Office Attendant (15 Yrs HG),1
24018,Physical Education Teacher (8 Years HG),1
24018,UP School Assistant,1
24018,UP School Assistant (HG),2
24018,UP School Assistant (Snr Gr),3
24019,FTM,1
24019,High School Assistant English,1
24019,High School Assistant Mathematics (HG),2
24019,High School Assistant Physical Science (HG),1
24019,High School Assistant Social Science (HG),1
24019,Office Attendant HG,1
24020,Headmaster/Headmistress(20740-36140),1
24020,High School Assistant English (Snr Gr),2
24020,High School Assistant Hindi(Sel. Gr),1
24020,High School Assistant Natural Science (HG),1
24020,High School Assistant Natural Science (Snr Gr),1
24020,High School Assistant Social Science (HG),1
24020,LD Clerk (22 Yrs HG Qualified),1
24020,UP School Assistant (Snr Gr),3
24020,UP School Assistant Gr I,2
24021,High School Assistant,2
24021,High School Assistant English,1
24021,High School Assistant English (Snr Gr),1
24021,High School Assistant Hindi(Sel. Gr),1
24021,High School Assistant Malayalam,2
24021,High School Assistant Mathematics,1
24021,High School Assistant Natural Science,1
24021,High School Assistant Physical Science (HG),1
24021,Office Attendant Gr II,1
24021,Physical Education Teacher,1
24021,Teacher (U P School) Gr II,1
24021,Teacher (U P School) Sel Gr,1
24022,FTM,1
24022,High School Assistant Hindi(HG),1
24022,High School Assistant Malayalam,2
24022,High School Assistant Mathematics,2
24022,LD Clerk (8 Yrs Qualified),1
24022,Office Attendant Gr II (8 Yrs HG),1
24022,Physical Education Teacher,1
24022,UP School Assistant,7
24023,Clerk,1
24023,Headmaster/Headmistress (High School),1
24023,High School Assistant English (Snr Gr),1
24023,High School Assistant Malayalam(HG),1
24023,High School Assistant Natural Science,1
24023,Office Attendant,1
24023,Primary Teacher (Sanskrit) (Part Time),1
24024,Full time Hindi  Teacher,1
24024,Headmaster/Headmistress (High School),1
24024,High School Assistant  (Sel. Gr),1
24024,High School Assistant Arabic,1
24024,High School Assistant English(HG),2
24024,High School Assistant Mathematics,3
24024,High School Assistant Physical Science,2
24024,High School Assistant Physical Science(Snr. Gr),1
24024,High School Assistant Sel Gr,1
24024,Office Attendant Gr II,1
24024,Part Time Menial (15 Yrs HG),1
24024,Physical Education Teacher(Before 11/04/2013),1
24024,UPSA(HG),1
24025,FTM,1
24025,Headmaster/Headmistress (High School),1
24025,High School Assistant Hindi(HG),2
24025,High School Assistant Mathematics,1
24025,High School Assistant Physical Science(HG),1
24025,High School Assistant Sanskrit,1
24025,High School Assistant Social Science,1
24025,L P School Assistant,1
24025,Office Attendant Gr II (22 Years HG),1
24025,Physical Education Teacher (8 Years HG),1
24025,Teacher (L P School) Gr II,2
24025,Teacher (LP/UP) - Hindi (Sr Gr),1
24025,Teacher (U P School) Gr II,4
24026,Clerk,2
24026,FTM,1
24026,Headmaster/Headmistress (High School),1
24026,High School Assistant English (Snr Gr),1
24026,High School Assistant Malayalam(HG),2
24026,High School Assistant Natural Science (HG),1
24026,High School Assistant Social Science,2
24026,L P School Assistant (HG),1
24026,Office Attendant,1
24026,P D Teacher (Senior Grade),2
24028,Clerk,1
24028,High School Assistant English,2
24028,High School Assistant Hindi(Snr. Gr),1
24028,High School Assistant Mathematics,3
24028,High School Assistant Physical Science,2
24028,High School Assistant Physical Science (HG),1
24028,High School Assistant Sanskrit,1
24028,High School Assistant Social Science,2
24028,LD Clerk (8 Yrs Qualified),1
24028,Lecturer DIET (39500 - 83000),1
24028,Office Attendant,1
24028,Teacher (U P School) Gr II,8
24028,UP School Assistant,6
24028,UP School Assistant (HG),1
24028,UPSA(HG),1
24029,FTM,1
24029,High School Assistant English (Snr Gr),1
24029,High School Assistant English(HG),3
24029,High School Assistant Natural Science (Snr Gr),1
24029,High School Assistant Physical Science(HG),2
24029,High School Assistant Physical Science(Snr. Gr),2
24029,High School Assistant Sel Gr,1
24029,High School Assistant Social Science,1
24029,High School Assistant Social Science (HG),1
24029,High School Assistant Urdu,1
24029,Junior Arabic Teacher Gr II,1
24029,Office Attendant Gr II (22 Years HG),1
24029,Physical Education Teacher,1
24029,UP School Assistant,6
24030,Drawing Teacher Sel Gr,1
24030,FTM,1
24030,High School Assistant Mathematics (Sel Gr),1
24030,High School Assistant Natural Science (Snr Gr),2
24030,High School Assistant Sanskrit(Snr Gr),1
24030,Office Attendant Gr II (15 Yrs HG),1
24030,Physical Education Teacher (15 Yrs Higher Grade),1
24030,Teacher (LP/UP) - Hindi (Sel Gr),1
24030,Teacher (U P School) Gr I,2
24030,UP School Assistant (Snr Gr),1
24031,FTM,2
24031,High School Assistant English(HG),1
24031,High School Assistant Malayalam,1
24031,High School Assistant Malayalam(HG),1
24031,High School Assistant Malayalam(Snr Gr),1
24031,High School Assistant Natural Science,2
24031,High School Assistant Physical Science(Snr. Gr),1
24031,High School Assistant Social Science,1
24031,High School Assistant Social Science (HG),1
24031,Office Attendant,1
24031,Sewing Teacher,1
24031,UP School Assistant (Snr Gr),1
24032,Clerk,2
24032,FTM,1
24032,High School Assistant Hindi(Snr. Gr),1
24032,High School Assistant Malayalam(HG),1
24032,High School Assistant Social Science,1
24032,LPSA(13210),1
24032,P D Teacher (Selection Grade),1
24033,Clerk,1
24033,Headmaster/Headmistress,1
24033,High School Assistant,1
24033,High School Assistant (HG),1
24033,High School Assistant Hindi(HG),1
24033,High School Assistant Malayalam(HG),2
24033,High School Assistant Mathematics (HG),1
24033,High School Assistant Natural Science (Snr Gr),1
24033,High School Assistant Physical Science,2
24033,High School Assistant Social Science,1
24033,High School Assistant Social Science (HG),1
24033,Office Attendant Gr II,1
24033,Office Attendant HG,1
24033,P D Teacher (Senior Grade),1
24033,Physical Education Teacher(Before 11/04/2013),1
24034,FTM,1
24034,Headmaster/Headmistress(19240-34500),1
24034,High School Assistant English (Snr Gr),2
24034,High School Assistant Hindi(HG),1
24034,High School Assistant Malayalam(HG),1
24034,High School Assistant Mathematics (Snr Gr),1
24034,High School Assistant Mathematics(HG),1
24034,High School Assistant Natural Science (Snr Gr),1
24034,High School Assistant Physical Science,1
24034,High School Assistant Physical Science (HG),1
24034,High School Assistant Sanskrit(HG),1
24034,Junior Arabic Teacher Gr II,1
24034,Music Teacher (Senior Grade),1
24034,Office Attendant,1
24034,Teacher (LP/UP) - Hindi (Grade II),1
24034,UP School Assistant Grade II,1
24035,FTM  1st HG,1
24035,Headmaster/Headmistress (High School),1
24035,High School Assistant,1
24035,High School Assistant English (Snr Gr),2
24035,High School Assistant Malayalam,1
24035,High School Assistant Mathematics,1
24035,High School Assistant Physical Science(HG),1
24035,Office Attendant,1
24035,Office Attendant Gr II,1
24035,P D Teacher (Senior Grade),1
24035,UP School Assistant,5
24036,FTM  1st HG,1
24036,High School Assistant (Snr Gr),1
24036,High School Assistant (Urdu) (Part Time),1
24036,High School Assistant English (Snr Gr),1
24036,High School Assistant English(HG),1
24036,High School Assistant Hindi(Sel. Gr),1
24036,High School Assistant Malayalam(Snr Gr),1
24036,High School Assistant Natural Science (Snr Gr),2
24036,High School Assistant Physical Science(HG),1
24036,High School Assistant Social Science(HG),1
24036,Music Teacher (Grade-I),1
24037,Drawing Teacher Gr II,1
24037,Full Time Sanskrit Teacher,1
24037,High School Assistant (HG),1
24037,High School Assistant English,3
24037,High School Assistant Hindi,2
24037,High School Assistant Malayalam,4
24037,High School Assistant Mathematics (Sel Gr),1
24037,High School Assistant Natural Science (HG),1
24037,High School Assistant Natural Science (Snr Gr),1
24037,High School Assistant Physical Science(Sel Gr),1
24037,High School Assistant Sanskrit(HG),1
24037,High School Assistant Social Science,4
24037,LD Clerk (8 Yrs Qualified),1
24037,Primary Teacher (Hindi) (Part Time with Full Time Benefit),1
24037,UP School Assistant (Snr Gr),1
24038,Headmaster/Headmistress (High School),1
24038,High School Assistant English (Snr Gr),1
24038,High School Assistant English(HG),1
24038,High School Assistant Natural Science (HG),1
24038,High School Assistant Physical Science,3
24038,Junior Sanskrit Teacher Gr II,1
24038,L P School Assistant HG,1
24038,Office Attendant,1
24038,Physical Education Teacher,1
24038,Senior Clerk,1
24038,Teacher (LP/UP) - Sanskrit (Grade II),1
24038,UP School Assistant (HG),1
24039,High School Assistant Hindi,1
24039,High School Assistant Hindi(HG),1
24039,High School Assistant Hindi(Snr. Gr),1
24039,High School Assistant Malayalam(HG),2
24039,High School Assistant Mathematics,1
24039,High School Assistant Natural Science,1
24039,High School Assistant Sanskrit(HG),1
24039,High School Assistant Social Science,1
24039,Junior Hindi Teacher (Sr Gr),1
24039,LD Clerk (8 Yrs Not Qualified),1
24039,Office Attendant Gr II (22 Years HG),1
24039,Physical Education Teacher (Sr Gr),1
24039,Teacher (U P School) Gr I,3
24039,UP School Assistant (Sel Gr),6
24039,UP School Assistant Gr I,1
24040,FTM,1
24040,Headmaster/Headmistress HG (High School),1
24040,High School Assistant Arabic,1
24040,High School Assistant Hindi(Snr. Gr),1
24040,High School Assistant Malayalam(Snr Gr),1
24040,High School Assistant Mathematics (Snr Gr),2
24040,High School Assistant Sanskrit(HG),1
24040,UP School Assistant,2
24040,UP School Assistant (Snr Gr),1
24041,Clerk (8 Yrs HG) (Aided School),1
24041,Full Time Sanskrit Teacher,1
24041,Headmaster/Headmistress (High School),1
24041,High School Assistant English(HG),1
24041,High School Assistant Malayalam(Sel. Grade),1
24041,High School Assistant Mathematics,2
24041,High School Assistant Physical Science(Snr. Gr),1
24041,High School Assistant Social Science,2
24041,High School Assistant Social Science (Snr Grade),1
24041,Music Teacher,1
24041,Needle Work Teacher,1
24041,Part-Time Mineal (BP 2500),1
24041,Teacher (U P School) Gr II,1
24041,UP School Assistant (HG),2
24041,UP School Assistant (Sel Gr),6
24042,Clerk (8 Yrs HG) (Aided School),1
24042,Headmaster/Headmistress (High School),1
24042,High School Assistant English(HG),1
24042,High School Assistant Hindi(HG),1
24042,High School Assistant Natural Science (HG),1
24042,High School Assistant Physical Science,1
24042,High School Assistant Social Science,1
24042,Needle Work Teacher Snr Gr,1
24042,Office Attendant Gr II,1
24042,Physical Education Teacher (Grade-I),1
24042,Teacher (L P School) Gr II,3
24042,Teacher (L P School)(Snr Gr),1
24042,Teacher (U P School) Gr II,2
24042,Teacher (U P School) Sel Gr,1
24042,Teacher (U P School) Snr Gr,3
24043,Headmaster/Headmistress(HS) Not Eligi HM scale,1
24043,High School Assistant English(HG),1
24043,High School Assistant Natural Science,1
24043,High School Assistant Social Science,2
24043,High School Assistant Urdu(HG),1
24043,Office Attendant,1
24043,Office Attendant Gr II,1
24043,Physical Education Teacher,1
24043,Teacher (L P School) Gr II,2
24043,Teacher (U P School) Gr I,2
24043,Teacher (U P School) Gr II,3
24044,Clerk,1
24044,FTM,1
24044,High School Assistant Malayalam,1
24044,High School Assistant Physical Science (HG),1
24044,High School Assistant Social Science,1
24044,UP School Assistant,3
24046,Clerk,1
24046,FTM,1
24046,High School Assistant (Sanskrit) (Part Time with Full Time Benefit) Sen Gr,1
24046,High School Assistant (Urdu) (Part Time with Full Time Benefit),1
24046,High School Assistant Hindi(HG),1
24046,High School Assistant Mathematics (HG),1
24046,High School Assistant Natural Science (HG),1
24046,High School Assistant Physical Science (HG),1
24047,High School Assistant Malayalam,2
24047,High School Assistant Malayalam(HG),1
24047,High School Assistant Mathematics,1
24047,High School Assistant Natural Science,2
24047,High School Assistant Sanskrit(HG),1
24047,High School Assistant Social Science,1
24047,Junior Arabic Teacher Gr I,1
24047,Junior Hindi Teacher (Sel Gr),1
24047,Junior Hindi Teacher Gr I,1
24047,Junior Sanskrit Teacher Gr II,1
24047,L P School Assistant (HG),2
24047,LD Clerk (15 Yrs HG Qualified),1
24047,Teacher (U P School) Gr II,3
24047,UP School Assistant (HG),2
24047,UP School Assistant (Snr Gr),2
24048,Clerk,3
24048,High School Assistant English (Snr Gr),1
24048,High School Assistant Malayalam(Snr Gr),1
24048,High School Assistant Mathematics (HG),1
24048,High School Assistant Natural Science (HG),1
24048,Office Attendant,1
24048,Office Attendant Gr II,2
24048,Teacher (L P School) Gr II,1
24048,Teacher (L P School)(Snr Gr),2
24048,Teacher (U P School) Gr II,1
24049,Clerk,2
24049,FTM,4
24049,High School Assistant Hindi,1
24049,High School Assistant Malayalam,3
24049,High School Assistant Mathematics,2
24049,High School Assistant Natural Science,1
24049,High School Assistant Sanskrit,1
24049,Needle Work Teacher,1
24049,Needle Work Teacher HG,1
24049,Physical Education Teacher (Sr Gr),1
24049,Teacher (U P School) Gr II,2
24049,UP School Assistant,2
24049,UP School Assistant (Sel Gr),2
24049,UP School Assistant Gr I,1
24050,Drawing Teacher Gr I,1
24050,High School Assistant (HG),1
24050,High School Assistant (Snr Gr),1
24050,High School Assistant English,1
24050,High School Assistant Malayalam(HG),1
24050,High School Assistant Physical Science,1
24050,High School Assistant Social Science,3
24050,Junior Hindi Teacher (Sel Gr),1
24050,Senior Clerk,1
24050,UP School Assistant,3
24050,UP School Assistant Gr I,1
24051,High School Assistant Hindi,1
24051,High School Assistant Hindi(Snr. Gr),1
24051,High School Assistant Malayalam(Snr Gr),1
24051,High School Assistant Mathematics (HG),1
24051,High School Assistant Mathematics (Snr Gr),1
24051,High School Assistant Natural Science (HG),1
24051,High School Assistant Physical Science,2
24051,High School Assistant Sanskrit(HG),1
24051,High School Assistant Social Science,1
24051,Junior Hindi Teacher (Sr Gr),1
24051,Junior Hindi Teacher Gr II,1
24051,LD Clerk (8 Yrs Not Qualified),1
24051,Office Attendant,1
24051,Primary Teacher (Hindi) (Part-Time),1
24051,Teacher (U P School) Gr II,2
24051,UP School Assistant,9
24051,UP School Assistant (Sel Gr),2
24051,UP School Assistant Grade I,1
24052,High School Assistant Hindi(Sel. Gr),1
24052,High School Assistant Mathematics (8 Yrs HG),1
24052,High School Assistant Physical Science,1
24052,High School Assistant Social Science(HG),1
24052,Teacher (U P School) Gr II,1
24052,Teacher (U P School) Snr Gr,1
24052,UP School Assistant (Snr Gr),1
24053,FTM,1
24053,High School Assistant,2
24053,High School Assistant Arabic (HG),1
24053,High School Assistant Natural Science,3
24053,High School Assistant Physical Science,2
24053,High School Assistant Sanskrit,1
24053,High School Assistant Social Science,2
24053,High School Assistant Urdu (HG),1
24053,L P School Assistant,3
24053,L P School Assistant (HG),1
24053,Needle Work Teacher,1
24053,Teacher (U P School) Gr II,3
24054,Headmaster/Headmistress (High School),1
24054,High School Assistant Mathematics,1
24054,High School Assistant Natural Science,1
24054,High School Assistant Sanskrit (Part Time),1
24054,High School Assistant Social Science,1
